"province_code","pc_code","ps_code","scan_filename","target_url"
"01","0000001","0102387-02","0102387-02-M_cr_3460.png","https://edss.iec.org.af/resultssheets/final/1/102/0102387/0102387-02-M_cr_3460.png"
"01","0000001","0102387-03","0102387-03-M_cr_3461.png","https://edss.iec.org.af/resultssheets/final/1/102/0102387/0102387-03-M_cr_3461.png"
"01","0000001","0102387-04","0102387-04-M_cr_3462.png","https://edss.iec.org.af/resultssheets/final/1/102/0102387/0102387-04-M_cr_3462.png"
"01","0000001","0102387-05","0102387-05-M_cr_3463.png","https://edss.iec.org.af/resultssheets/final/1/102/0102387/0102387-05-M_cr_3463.png"
"01","0000001","0102387-06","0102387-06-M_cr_3464.png","https://edss.iec.org.af/resultssheets/final/1/102/0102387/0102387-06-M_cr_3464.png"
"01","0000001","0102387-07","0102387-07-M_cr_3465.png","https://edss.iec.org.af/resultssheets/final/1/102/0102387/0102387-07-M_cr_3465.png"
"01","0000001","0102387-08","0102387-08-M_cr_3466.png","https://edss.iec.org.af/resultssheets/final/1/102/0102387/0102387-08-M_cr_3466.png"
"01","0000001","0102387-09","0102387-09-F_cr_3467.png","https://edss.iec.org.af/resultssheets/final/1/102/0102387/0102387-09-F_cr_3467.png"
"01","0000001","0102387-10","0102387-10-F_cr_3468.png","https://edss.iec.org.af/resultssheets/final/1/102/0102387/0102387-10-F_cr_3468.png"
"01","0000001","0102387-11","0102387-11-F_cr_3469.png","https://edss.iec.org.af/resultssheets/final/1/102/0102387/0102387-11-F_cr_3469.png"
"01","0000001","0102388-01","0102388-01-M_cr_3470.png","https://edss.iec.org.af/resultssheets/final/1/102/0102388/0102388-01-M_cr_3470.png"
"01","0000001","0102388-02","0102388-02-M_cr_3471.png","https://edss.iec.org.af/resultssheets/final/1/102/0102388/0102388-02-M_cr_3471.png"
"01","0000001","0102388-03","0102388-03-M_cr_3472.png","https://edss.iec.org.af/resultssheets/final/1/102/0102388/0102388-03-M_cr_3472.png"
"01","0000001","0102388-04","0102388-04-M_cr_3473.png","https://edss.iec.org.af/resultssheets/final/1/102/0102388/0102388-04-M_cr_3473.png"
"01","0000001","0102388-05","0102388-05-M_cr_3474.png","https://edss.iec.org.af/resultssheets/final/1/102/0102388/0102388-05-M_cr_3474.png"
"01","0000001","0102388-06","0102388-06-F_cr_3475.png","https://edss.iec.org.af/resultssheets/final/1/102/0102388/0102388-06-F_cr_3475.png"
"01","0000001","0102388-07","0102388-07-F_cr_3476.png","https://edss.iec.org.af/resultssheets/final/1/102/0102388/0102388-07-F_cr_3476.png"
"01","0000001","0102388-08","0102388-08-F_cr_3477.png","https://edss.iec.org.af/resultssheets/final/1/102/0102388/0102388-08-F_cr_3477.png"
"01","0000001","0102388-09","0102388-09-F_cr_3478.png","https://edss.iec.org.af/resultssheets/final/1/102/0102388/0102388-09-F_cr_3478.png"
"01","0000001","0102389-01","0102389-01-M_cr_3479.png","https://edss.iec.org.af/resultssheets/final/1/102/0102389/0102389-01-M_cr_3479.png"
"01","0000001","0102389-02","0102389-02-M_cr_3480.png","https://edss.iec.org.af/resultssheets/final/1/102/0102389/0102389-02-M_cr_3480.png"
"01","0000001","0102389-03","0102389-03-M_cr_3481.png","https://edss.iec.org.af/resultssheets/final/1/102/0102389/0102389-03-M_cr_3481.png"
"01","0000001","0102389-04","0102389-04-M_cr_3482.png","https://edss.iec.org.af/resultssheets/final/1/102/0102389/0102389-04-M_cr_3482.png"
"01","0000001","0102389-05","0102389-05-M_cr_3483.png","https://edss.iec.org.af/resultssheets/final/1/102/0102389/0102389-05-M_cr_3483.png"
"01","0000001","0102389-06","0102389-06-F_cr_3484.png","https://edss.iec.org.af/resultssheets/final/1/102/0102389/0102389-06-F_cr_3484.png"
"01","0000001","0102389-07","0102389-07-F_cr_3485.png","https://edss.iec.org.af/resultssheets/final/1/102/0102389/0102389-07-F_cr_3485.png"
"01","0000001","0102390-01","0102390-01-M_cr_3486.png","https://edss.iec.org.af/resultssheets/final/1/102/0102390/0102390-01-M_cr_3486.png"
"01","0000001","0102390-02","0102390-02-M_cr_3487.png","https://edss.iec.org.af/resultssheets/final/1/102/0102390/0102390-02-M_cr_3487.png"
"01","0000001","0102390-03","0102390-03-M_cr_3488.png","https://edss.iec.org.af/resultssheets/final/1/102/0102390/0102390-03-M_cr_3488.png"
"01","0000001","0102390-04","0102390-04-M_cr_3489.png","https://edss.iec.org.af/resultssheets/final/1/102/0102390/0102390-04-M_cr_3489.png"
"01","0000001","0102390-05","0102390-05-M_cr_3490.png","https://edss.iec.org.af/resultssheets/final/1/102/0102390/0102390-05-M_cr_3490.png"
"01","0000001","0102390-06","0102390-06-M_cr_3491.png","https://edss.iec.org.af/resultssheets/final/1/102/0102390/0102390-06-M_cr_3491.png"
"01","0000001","0102390-07","0102390-07-F_cr_3492.png","https://edss.iec.org.af/resultssheets/final/1/102/0102390/0102390-07-F_cr_3492.png"
"01","0000001","0102390-08","0102390-08-F_cr_3493.png","https://edss.iec.org.af/resultssheets/final/1/102/0102390/0102390-08-F_cr_3493.png"
"01","0000001","0102390-09","0102390-09-F_cr_3494.png","https://edss.iec.org.af/resultssheets/final/1/102/0102390/0102390-09-F_cr_3494.png"
"01","0000001","0102391-01","0102391-01-M_cr_3495.png","https://edss.iec.org.af/resultssheets/final/1/102/0102391/0102391-01-M_cr_3495.png"
"01","0000001","0102391-02","0102391-02-M_cr_3496.png","https://edss.iec.org.af/resultssheets/final/1/102/0102391/0102391-02-M_cr_3496.png"
"01","0000001","0102391-03","0102391-03-M_cr_3497.png","https://edss.iec.org.af/resultssheets/final/1/102/0102391/0102391-03-M_cr_3497.png"
"01","0000001","0102391-04","0102391-04-M_cr_3498.png","https://edss.iec.org.af/resultssheets/final/1/102/0102391/0102391-04-M_cr_3498.png"
"01","0000001","0102391-05","0102391-05-M_cr_3499.png","https://edss.iec.org.af/resultssheets/final/1/102/0102391/0102391-05-M_cr_3499.png"
"01","0000001","0102391-06","0102391-06-M_cr_3500.png","https://edss.iec.org.af/resultssheets/final/1/102/0102391/0102391-06-M_cr_3500.png"
"01","0000001","0102391-07","0102391-07-M_cr_3501.png","https://edss.iec.org.af/resultssheets/final/1/102/0102391/0102391-07-M_cr_3501.png"
"01","0000001","0102391-08","0102391-08-M_cr_3502.png","https://edss.iec.org.af/resultssheets/final/1/102/0102391/0102391-08-M_cr_3502.png"
"01","0000001","0102391-09","0102391-09-F_cr_3503.png","https://edss.iec.org.af/resultssheets/final/1/102/0102391/0102391-09-F_cr_3503.png"
"01","0000001","0102391-10","0102391-10-F_cr_3504.png","https://edss.iec.org.af/resultssheets/final/1/102/0102391/0102391-10-F_cr_3504.png"
"01","0000001","0102391-11","0102391-11-F_cr_3505.png","https://edss.iec.org.af/resultssheets/final/1/102/0102391/0102391-11-F_cr_3505.png"
"01","0000001","0102391-12","0102391-12-F_cr_3506.png","https://edss.iec.org.af/resultssheets/final/1/102/0102391/0102391-12-F_cr_3506.png"
"01","0000001","0102392-01","0102392-01-M_cr_3507.png","https://edss.iec.org.af/resultssheets/final/1/102/0102392/0102392-01-M_cr_3507.png"
"01","0000001","0102392-02","0102392-02-M_cr_3508.png","https://edss.iec.org.af/resultssheets/final/1/102/0102392/0102392-02-M_cr_3508.png"
"01","0000001","0102392-03","0102392-03-M_cr_3509.png","https://edss.iec.org.af/resultssheets/final/1/102/0102392/0102392-03-M_cr_3509.png"
"01","0000001","0102392-04","0102392-04-M_cr_3510.png","https://edss.iec.org.af/resultssheets/final/1/102/0102392/0102392-04-M_cr_3510.png"
"01","0000001","0102392-05","0102392-05-M_cr_3511.png","https://edss.iec.org.af/resultssheets/final/1/102/0102392/0102392-05-M_cr_3511.png"
"01","0000001","0102392-06","0102392-06-M_cr_3512.png","https://edss.iec.org.af/resultssheets/final/1/102/0102392/0102392-06-M_cr_3512.png"
"01","0000001","0102392-07","0102392-07-M_cr_3513.png","https://edss.iec.org.af/resultssheets/final/1/102/0102392/0102392-07-M_cr_3513.png"
"01","0000001","0102392-08","0102392-08-M_cr_3514.png","https://edss.iec.org.af/resultssheets/final/1/102/0102392/0102392-08-M_cr_3514.png"
"01","0000001","0102392-09","0102392-09-M_cr_3515.png","https://edss.iec.org.af/resultssheets/final/1/102/0102392/0102392-09-M_cr_3515.png"
"01","0000001","0102392-10","0102392-10-F_cr_3516.png","https://edss.iec.org.af/resultssheets/final/1/102/0102392/0102392-10-F_cr_3516.png"
"01","0000001","0102392-11","0102392-11-F_cr_3517.png","https://edss.iec.org.af/resultssheets/final/1/102/0102392/0102392-11-F_cr_3517.png"
"01","0000001","0102392-12","0102392-12-F_cr_3518.png","https://edss.iec.org.af/resultssheets/final/1/102/0102392/0102392-12-F_cr_3518.png"
"01","0000001","0102393-01","0102393-01-M_cr_3519.png","https://edss.iec.org.af/resultssheets/final/1/102/0102393/0102393-01-M_cr_3519.png"
"01","0000001","0102393-02","0102393-02-M_cr_3520.png","https://edss.iec.org.af/resultssheets/final/1/102/0102393/0102393-02-M_cr_3520.png"
"01","0000001","0102393-03","0102393-03-M_cr_3521.png","https://edss.iec.org.af/resultssheets/final/1/102/0102393/0102393-03-M_cr_3521.png"
"01","0000001","0102393-04","0102393-04-M_cr_3522.png","https://edss.iec.org.af/resultssheets/final/1/102/0102393/0102393-04-M_cr_3522.png"
"01","0000001","0102393-05","0102393-05-M_cr_3523.png","https://edss.iec.org.af/resultssheets/final/1/102/0102393/0102393-05-M_cr_3523.png"
"01","0000001","0102393-06","0102393-06-F_cr_3524.png","https://edss.iec.org.af/resultssheets/final/1/102/0102393/0102393-06-F_cr_3524.png"
"01","0000001","0102393-07","0102393-07-F_cr_3525.png","https://edss.iec.org.af/resultssheets/final/1/102/0102393/0102393-07-F_cr_3525.png"
"01","0000001","0102393-08","0102393-08-F_cr_3526.png","https://edss.iec.org.af/resultssheets/final/1/102/0102393/0102393-08-F_cr_3526.png"
"01","0000001","0102394-01","0102394-01-M_cr_3527.png","https://edss.iec.org.af/resultssheets/final/1/102/0102394/0102394-01-M_cr_3527.png"
"01","0000001","0102394-02","0102394-02-M_cr_3528.png","https://edss.iec.org.af/resultssheets/final/1/102/0102394/0102394-02-M_cr_3528.png"
"01","0000001","0102394-03","0102394-03-M_cr_3529.png","https://edss.iec.org.af/resultssheets/final/1/102/0102394/0102394-03-M_cr_3529.png"
"01","0000001","0102394-04","0102394-04-M_cr_3530.png","https://edss.iec.org.af/resultssheets/final/1/102/0102394/0102394-04-M_cr_3530.png"
"01","0000001","0102394-05","0102394-05-F_cr_3531.png","https://edss.iec.org.af/resultssheets/final/1/102/0102394/0102394-05-F_cr_3531.png"
"01","0000001","0102394-06","0102394-06-F_cr_3532.png","https://edss.iec.org.af/resultssheets/final/1/102/0102394/0102394-06-F_cr_3532.png"
"01","0000001","0102395-01","0102395-01-M_cr_3533.png","https://edss.iec.org.af/resultssheets/final/1/102/0102395/0102395-01-M_cr_3533.png"
"01","0000001","0102395-02","0102395-02-M_cr_3534.png","https://edss.iec.org.af/resultssheets/final/1/102/0102395/0102395-02-M_cr_3534.png"
"01","0000001","0102395-03","0102395-03-F_cr_3535.png","https://edss.iec.org.af/resultssheets/final/1/102/0102395/0102395-03-F_cr_3535.png"
"01","0000001","0102396-01","0102396-01-M_cr_3536.png","https://edss.iec.org.af/resultssheets/final/1/102/0102396/0102396-01-M_cr_3536.png"
"01","0000001","0102396-02","0102396-02-M_cr_3537.png","https://edss.iec.org.af/resultssheets/final/1/102/0102396/0102396-02-M_cr_3537.png"
"01","0000001","0102396-03","0102396-03-M_cr_3538.png","https://edss.iec.org.af/resultssheets/final/1/102/0102396/0102396-03-M_cr_3538.png"
"01","0000001","0102396-04","0102396-04-M_cr_3539.png","https://edss.iec.org.af/resultssheets/final/1/102/0102396/0102396-04-M_cr_3539.png"
"01","0000001","0102396-05","0102396-05-F_cr_3540.png","https://edss.iec.org.af/resultssheets/final/1/102/0102396/0102396-05-F_cr_3540.png"
"01","0000001","0102396-06","0102396-06-F_cr_3541.png","https://edss.iec.org.af/resultssheets/final/1/102/0102396/0102396-06-F_cr_3541.png"
"01","0000001","0102396-07","0102396-07-F_cr_3542.png","https://edss.iec.org.af/resultssheets/final/1/102/0102396/0102396-07-F_cr_3542.png"
"01","0000001","0102397-01","0102397-01-M_cr_3543.png","https://edss.iec.org.af/resultssheets/final/1/102/0102397/0102397-01-M_cr_3543.png"
"01","0000001","0102397-02","0102397-02-M_cr_3544.png","https://edss.iec.org.af/resultssheets/final/1/102/0102397/0102397-02-M_cr_3544.png"
"01","0000001","0102397-03","0102397-03-F_cr_3545.png","https://edss.iec.org.af/resultssheets/final/1/102/0102397/0102397-03-F_cr_3545.png"
"01","0000001","0102397-04","0102397-04-F_cr_3546.png","https://edss.iec.org.af/resultssheets/final/1/102/0102397/0102397-04-F_cr_3546.png"
"01","0000001","0102398-01","0102398-01-M_cr_3547.png","https://edss.iec.org.af/resultssheets/final/1/102/0102398/0102398-01-M_cr_3547.png"
"01","0000001","0102398-02","0102398-02-M_cr_3548.png","https://edss.iec.org.af/resultssheets/final/1/102/0102398/0102398-02-M_cr_3548.png"
"01","0000001","0102398-03","0102398-03-M_cr_3549.png","https://edss.iec.org.af/resultssheets/final/1/102/0102398/0102398-03-M_cr_3549.png"
"01","0000001","0102398-04","0102398-04-F_cr_3550.png","https://edss.iec.org.af/resultssheets/final/1/102/0102398/0102398-04-F_cr_3550.png"
"01","0000001","0102398-05","0102398-05-F_cr_3551.png","https://edss.iec.org.af/resultssheets/final/1/102/0102398/0102398-05-F_cr_3551.png"
"01","0000001","0103399-01","0103399-01-M_cr_3552.png","https://edss.iec.org.af/resultssheets/final/1/103/0103399/0103399-01-M_cr_3552.png"
"01","0000001","0103399-02","0103399-02-M_cr_3553.png","https://edss.iec.org.af/resultssheets/final/1/103/0103399/0103399-02-M_cr_3553.png"
"01","0000001","0103399-03","0103399-03-M_cr_3554.png","https://edss.iec.org.af/resultssheets/final/1/103/0103399/0103399-03-M_cr_3554.png"
"01","0000001","0103399-04","0103399-04-M_cr_3555.png","https://edss.iec.org.af/resultssheets/final/1/103/0103399/0103399-04-M_cr_3555.png"
"01","0000001","0103399-05","0103399-05-M_cr_3556.png","https://edss.iec.org.af/resultssheets/final/1/103/0103399/0103399-05-M_cr_3556.png"
"01","0000001","0103399-06","0103399-06-F_cr_3557.png","https://edss.iec.org.af/resultssheets/final/1/103/0103399/0103399-06-F_cr_3557.png"
"01","0000001","0103399-07","0103399-07-F_cr_3558.png","https://edss.iec.org.af/resultssheets/final/1/103/0103399/0103399-07-F_cr_3558.png"
"01","0000001","0103399-08","0103399-08-F_cr_3559.png","https://edss.iec.org.af/resultssheets/final/1/103/0103399/0103399-08-F_cr_3559.png"
"01","0000001","0103400-01","0103400-01-M_cr_3560.png","https://edss.iec.org.af/resultssheets/final/1/103/0103400/0103400-01-M_cr_3560.png"
"01","0000001","0103400-02","0103400-02-M_cr_3561.png","https://edss.iec.org.af/resultssheets/final/1/103/0103400/0103400-02-M_cr_3561.png"
"01","0000001","0103400-03","0103400-03-M_cr_3562.png","https://edss.iec.org.af/resultssheets/final/1/103/0103400/0103400-03-M_cr_3562.png"
"01","0000001","0103400-04","0103400-04-M_cr_3563.png","https://edss.iec.org.af/resultssheets/final/1/103/0103400/0103400-04-M_cr_3563.png"
"01","0000001","0103400-05","0103400-05-F_cr_3564.png","https://edss.iec.org.af/resultssheets/final/1/103/0103400/0103400-05-F_cr_3564.png"
"01","0000001","0103400-06","0103400-06-F_cr_3565.png","https://edss.iec.org.af/resultssheets/final/1/103/0103400/0103400-06-F_cr_3565.png"
