"pc_code_14","pc_name_eng_14","pc_code_18","pc_name_eng_18","lat_14","lon_14","coord_14_18_discrepancy_in_meters","matched_by"
"1401005","Malzayo Mosque","1401019"," Malizai Jirga Hall",33.3284625000001,70.0263539200001,16.4704246516015,"NEAREST REPLACEMENT CENTER BY PROXIMITY"
"0701018","Bady Abad Village Hujra","0701021"," Badee Abad Mosque",34.73978528,70.2774871,16.5587046251845,"NEAREST REPLACEMENT CENTER BY PROXIMITY"
"1813181","Ishrafia High School","1813189","Bibi Zainab High School",36.1512419000001,70.02469494,17.5336877824978,"NEAREST REPLACEMENT CENTER BY PROXIMITY"
"1412157","Kamal Khel Taza Village Mosque","1412181"," Imar Khilo Mosque",33.29706356,69.50579498,17.7304119760697,"NEAREST REPLACEMENT CENTER BY PROXIMITY"
"0301033","Bayan Payan Mosque","0301020","Bayan Bala Secondary School",35.0381642400001,69.20925729,18.5623436666995,"NEAREST REPLACEMENT CENTER BY PROXIMITY"
"0305055","Penjah Khana Mosque","0305093","Gulbahar Darul Hefaz",35.1489919200001,69.28823306,18.6253731866287,"NEAREST REPLACEMENT CENTER BY PROXIMITY"
"3214301","Qandiz Qademi Mosque","3214384","Masjid Jame Naw (New Jame Mosque)",33.3064080500001,62.1427384500001,18.6320960090924,"NEAREST REPLACEMENT CENTER BY PROXIMITY"
"1408055","Babrak Tana Village Tent","1408144"," Haji Naeem Kochai Mosque",33.45988143,70.21944023,18.8308820559749,"NEAREST REPLACEMENT CENTER BY PROXIMITY"
"3202436","Sofiyan High School (Amir Esmaeel High School","3202087","Rawashan High School",34.35106025,62.09182335,18.9987036201874,"NEAREST REPLACEMENT CENTER BY PROXIMITY"
"1816144","Rabaat Hameeduddin Mosque","1816221","Rabat Hamiduddin Primary School",37.39449795,70.05272822,19.1643983193655,"NEAREST REPLACEMENT CENTER BY PROXIMITY"
"0302113","Ghulam Ali Deh Payan Mosque","0302049","Ghulam Ali Girls Secondary School",34.95293403,69.2258059500001,19.4622850604934,"NEAREST REPLACEMENT CENTER BY PROXIMITY"
"0615361","Pekhe Village School","0615348"," Pekhi Primary School",34.0561293100001,70.6575658800001,19.4634524585685,"NEAREST REPLACEMENT CENTER BY PROXIMITY"
"1303093","Hussain Hojra","1303061"," Nawe Kohi Mosque",33.4365167800001,68.9760453500001,19.7176930839069,"NEAREST REPLACEMENT CENTER BY PROXIMITY"
"2105071","Pasta Qaleech Clinic","2105090"," Marmul Lab Sai Girls High School",36.54303329,67.3101256100001,20.30014965927,"NEAREST REPLACEMENT CENTER BY PROXIMITY"
"3311211","Arghaman Mosque","3311190","Arghaman School",32.99876741,63.78587334,20.3021072091658,"NEAREST REPLACEMENT CENTER BY PROXIMITY"
"1702290","Dehdehi District Girls School","1702033","Deh Dehi Girls School",36.999119419,70.458967962,20.4524569043099,"NEAREST REPLACEMENT CENTER BY PROXIMITY"
"1106109","Abdul Hussain Guest House","1106108"," Deh Ramzi Mosque",33.63880723,68.1691237300001,20.6284022685806,"NEAREST REPLACEMENT CENTER BY PROXIMITY"
"2305240","Naga School","2310274"," Nagah School",33.522542349,63.796220288,20.7876751072807,"NEAREST REPLACEMENT CENTER BY PROXIMITY"
"3403034","Abdul Rahman House","3403030","Deh Naw village School",31.23121654,62.1556153500001,21.4569366864539,"NEAREST REPLACEMENT CENTER BY PROXIMITY"
"3214325","Bazar Qanadi Mosque","3220457","Viterenary Clinic",33.3727540400001,62.2396184000001,22.6467998641641,"NEAREST REPLACEMENT CENTER BY PROXIMITY"
"1402179","Noorshah Hujra, Warza Village","1402057"," Warze village Mosque",33.363467202,69.7964555140001,22.730558659273,"NEAREST REPLACEMENT CENTER BY PROXIMITY"
"0803059","Tund Kho Clinic","0803025","Tariq School",35.2693932400001,69.63815201,22.8241591503572,"NEAREST REPLACEMENT CENTER BY PROXIMITY"
"0807079","Shahr-e- Beland Mosque","0807080","Shahr e Billand Primary School",35.6756839400001,70.08194743,23.2414457450119,"NEAREST REPLACEMENT CENTER BY PROXIMITY"
"2605017","Saigaz Mosque","2605046"," Clinic",32.5556781600001,67.03717642,23.3708215680125,"NEAREST REPLACEMENT CENTER BY PROXIMITY"
"0306067","Tatumzar Mosque","0306106","Haji Abdul Karim Secondary School",35.1621059040001,69.1995992880001,23.5150776725499,"NEAREST REPLACEMENT CENTER BY PROXIMITY"
"1007130","Dahan-e-Nawagag Mosque","1007202"," Qarah Ghajour Boys High School",34.0810484100001,66.5762105100001,23.5732850040486,"NEAREST REPLACEMENT CENTER BY PROXIMITY"
"0405136","Tent and Private House","0405077","Qalla e Amir Mosque",33.995382,68.830496,23.8438025242662,"NEAREST REPLACEMENT CENTER BY PROXIMITY"
"0807106","Tent","0807076","Qalla Jame Mosque",35.6205004720001,70.0051902800001,23.8917884559465,"NEAREST REPLACEMENT CENTER BY PROXIMITY"
"0205065","Zarshoy Girls School( Kuchi)","0205049","Zarshoi Girls School",34.9674190700001,69.5788760500001,24.7401692616895,"NEAREST REPLACEMENT CENTER BY PROXIMITY"
"1003034","Qarona Male Mosque","1003060"," Qaroonah Sufla Shura (Council) building",35.17241124,67.6548106700001,24.9639776662902,"NEAREST REPLACEMENT CENTER BY PROXIMITY"
"0704060","Salab Sufla Sahibzadagan Mosque","0704098"," Salab Sufla School",34.84912282,70.2964474400001,24.9824697545795,"NEAREST REPLACEMENT CENTER BY PROXIMITY"
"1305123","Commissioner House","1305080"," Mata Khil Mosque",33.4324086,69.474711,25.1573735291405,"NEAREST REPLACEMENT CENTER BY PROXIMITY"
"3201018","Kabeer Buraman Mosque","3201025","Tawheed Jame Mosque",34.3471175700001,62.17829069,25.1886950320103,"NEAREST REPLACEMENT CENTER BY PROXIMITY"
"0907121","Sari Pul Village Tent","0907175","Sar e Pul Jame Mosque",35.6248824600001,69.27934285,25.8945813919793,"NEAREST REPLACEMENT CENTER BY PROXIMITY"
"0306066","Aahangaran Mosque","0306114","Aahangaran High School",35.2392196560001,69.150870047,26.0884329048909,"NEAREST REPLACEMENT CENTER BY PROXIMITY"
"1106116","Azizullah Guest House","1106103"," Deh Noorullah Mosque",33.52425542,68.20389427,26.5524361686545,"NEAREST REPLACEMENT CENTER BY PROXIMITY"
"1512050","Lar Dangam Village Mosque","1512106","Bar Dangam High School",34.99197122,71.4192559400001,26.669337391298,"NEAREST REPLACEMENT CENTER BY PROXIMITY"
"1207098","Mohammad Dost Mosque","1207063"," Bi Bi Fatima School",32.83058872,68.4886145500001,26.6715902529251,"NEAREST REPLACEMENT CENTER BY PROXIMITY"
"1106107","Qoul Asel Old School","1106116"," Naw Qul Aseel School",33.5214994540001,68.0116070500001,26.8830544112902,"NEAREST REPLACEMENT CENTER BY PROXIMITY"
"0604111","Mosque","0604112","Haji Malouk Mosque",34.3055406400001,70.3947657600001,26.9496971108242,"NEAREST REPLACEMENT CENTER BY PROXIMITY"
"0612230","Waygal Maidan","0612285"," Waigal Mosque",34.7280555500001,70.55333333,27.7114444581254,"NEAREST REPLACEMENT CENTER BY PROXIMITY"
"0803055","Malima Mosque","0803032","Khwajah Abdul Azi Girls Secondary School",35.31975955,69.63475132,27.8404847462996,"NEAREST REPLACEMENT CENTER BY PROXIMITY"
"3311217","Kawan Mughol Mosque","3311198","Kawan Mughul School",33.20614098,64.2634474800001,28.1684270698136,"NEAREST REPLACEMENT CENTER BY PROXIMITY"
"2006060","Kata Qaq Madrassa","2006081"," Katah Qaq Secondary School",36.13661195,67.4048583900001,28.4384522855632,"NEAREST REPLACEMENT CENTER BY PROXIMITY"
"1306025","Usman Khel Mosque","1306092"," Usman Khil Mosque",33.6531892900001,69.42953335,28.6520214478732,"NEAREST REPLACEMENT CENTER BY PROXIMITY"
"2610041","Maaref Mudiryat","2610089"," District Clinic",31.90910877,67.6458483800001,28.7450849248206,"NEAREST REPLACEMENT CENTER BY PROXIMITY"
"0605184","Kochi Village Maidan","0605145"," Da Kochi Kali Jame Mosque",34.45500817,70.5750450400001,29.0002528632959,"NEAREST REPLACEMENT CENTER BY PROXIMITY"
"1306028","Khushal Khel Clinic","1306094"," Khoshal Khil Madrassah",33.6746696300001,69.45731048,29.0593032732093,"NEAREST REPLACEMENT CENTER BY PROXIMITY"
"2115317","Hazar Paimana Mosque","2115304"," Mahal Mujtame Shura (Shura Gathering place)",35.86633564,66.7961627200001,29.5159879631191,"NEAREST REPLACEMENT CENTER BY PROXIMITY"
"0306070","Viva Mosque","0306111","Wewa Secondary School",35.303558277,69.174876791,29.6038781507448,"NEAREST REPLACEMENT CENTER BY PROXIMITY"
"3202061","Sar Asiab School","3202057","Sar Asyab High School",34.271179748,62.36410114,30.0225466851255,"NEAREST REPLACEMENT CENTER BY PROXIMITY"
"0110358","Karenda Mosque","0110493","Karendah High School",34.7563674300001,69.14567051,30.2397694644698,"NEAREST REPLACEMENT CENTER BY PROXIMITY"
"2717017","Salo Karez School","2717212"," Jamal Karz High School",31.5770166200001,65.7225373000001,30.4771608078942,"NEAREST REPLACEMENT CENTER BY PROXIMITY"
"0905268","Mosque","0905139","Mullah Toor School",36.1878987740001,68.7743897510001,30.9179076314278,"NEAREST REPLACEMENT CENTER BY PROXIMITY"
"0704061","Salab Ulya Village Maidan","0704096"," Owro village Mosque",34.85335412,70.2766884600001,31.1586124419476,"NEAREST REPLACEMENT CENTER BY PROXIMITY"
"1007121","Dahan-e-Padgag High School","1007178"," Sultan Rubat High School",34.1824214600001,67.0037842000001,31.879076826716,"NEAREST REPLACEMENT CENTER BY PROXIMITY"
"0901009","Hazrat Zaid School","0901003","Khalid Bine Walid Mosque",35.9465648700001,68.7068702600001,32.0017326515726,"NEAREST REPLACEMENT CENTER BY PROXIMITY"
"0607142","Girls School","0607183"," Barro High School",34.2577296860001,70.6329748850001,32.8133655846029,"NEAREST REPLACEMENT CENTER BY PROXIMITY"
"3212383","Chenarana Girls School","3212336","Chinaran Boys School",34.26087903,62.99099269,32.8686978500615,"NEAREST REPLACEMENT CENTER BY PROXIMITY"
"1111141","Gumishak Village New Mosque","1111211"," Masjid Kohnah Mosque of Gameshak",33.1576661500001,67.9258198700001,33.4484628475205,"NEAREST REPLACEMENT CENTER BY PROXIMITY"
"0402158","Mushk-e-Aalam School","0402015","Andar Mosque",34.25741516,68.8165847500001,33.7540801194294,"NEAREST REPLACEMENT CENTER BY PROXIMITY"
"2404047","Elsafi Mosque","2404109"," Imam Jafar Sadeq Jangan Khord Mosque",34.2182383500001,66.3496786200001,34.1141839065059,"NEAREST REPLACEMENT CENTER BY PROXIMITY"
"2301045","Tameer Hassan","2301045"," Ghar Syahgak Mosque",34.8836263200001,65.44099928,34.2655108238871,"NEAREST REPLACEMENT CENTER BY PROXIMITY"
"1207090","Sahib Jan House","1207068"," Payenda Khil Village School",32.8643587100001,68.5324137,35.0070792778925,"NEAREST REPLACEMENT CENTER BY PROXIMITY"
"3403037","Haji Sediq Rooms","3403031","Hassan Sherdil village School",31.2037785700001,62.1472127800001,36.0809492668431,"NEAREST REPLACEMENT CENTER BY PROXIMITY"
"0605157","Court","0605131"," Sangar Sarai Clinic",34.4111564700001,70.6399507000001,36.0870253092873,"NEAREST REPLACEMENT CENTER BY PROXIMITY"
"1405069","Mamor Hojra","1405115"," Khoshamand Village Mosque",33.5881674400001,69.73675212,36.1443770062212,"NEAREST REPLACEMENT CENTER BY PROXIMITY"
"0405110","Malik Jelani House","0405076","Shater Mosque",34.0135079800001,68.7287688600001,36.3693134550339,"NEAREST REPLACEMENT CENTER BY PROXIMITY"
"3001020","Mohammad Ibrahim Private House","3001002","Malem Abdullah Mosque",31.4905722200001,64.36082777,36.8807700638961,"NEAREST REPLACEMENT CENTER BY PROXIMITY"
"2608034","Tahir Private House","2608072"," Angori Mosque",31.7546050500001,67.4067413300001,36.9371801228011,"NEAREST REPLACEMENT CENTER BY PROXIMITY"
"0309136","Abdul Parsa Mosque","0309148","Shaheed Amirzadah Madrassah",34.877725919,68.729627141,37.6228611200084,"NEAREST REPLACEMENT CENTER BY PROXIMITY"
"0601028","Rural Development Directorate","0601004","Campono Mosque",34.43797698,70.4627305700001,38.009646156505,"NEAREST REPLACEMENT CENTER BY PROXIMITY"
"0619244","Mama Khel Clinic","0619399"," Mama Khil High School",34.2472117800001,69.9966585900001,38.2667650697466,"NEAREST REPLACEMENT CENTER BY PROXIMITY"
"0310131","District Building","0310162","Ali Akbar Shaheed High School",34.9465631600001,68.5413121510001,38.7063426586443,"NEAREST REPLACEMENT CENTER BY PROXIMITY"
"1305126","Kalazai Khola","1305071"," Nasri Baba School",33.2868164300001,69.3426550600001,38.8018354736944,"NEAREST REPLACEMENT CENTER BY PROXIMITY"
"0306064","Takhma Mosque","0306107","Takhma High School",35.1753623310001,69.2223161540001,39.6386677447159,"NEAREST REPLACEMENT CENTER BY PROXIMITY"
"0620411","Sarobay Consultancy Office","0620417"," Surobi High School",34.1272433100001,70.8105889700001,40.5341496136361,"NEAREST REPLACEMENT CENTER BY PROXIMITY"
"3401007","Zaranj Hostel","3401001","Rodaabah High School",30.946666,61.858275,40.5371311456039,"NEAREST REPLACEMENT CENTER BY PROXIMITY"
"0606197","Goreek Clinic","0606151"," Goreek School",34.55671531,70.61947998,41.3834655546334,"NEAREST REPLACEMENT CENTER BY PROXIMITY"
"0302112","Maidan Boys High School","0302047","Bagram Airport Girls High School",34.94095117,69.24527139,41.4788567666023,"NEAREST REPLACEMENT CENTER BY PROXIMITY"
"0305054","Khalid Ibne Wlid School","0305097","Jablul Seraj Boys High School",35.1217406400001,69.2346734800001,41.6935594959126,"NEAREST REPLACEMENT CENTER BY PROXIMITY"
"0201004","Allah Mohammad Shukhi High School","0201003","Allah Mohammad Shokhi (Kochi) High School",34.94620006,69.43067519,42.0378609201337,"NEAREST REPLACEMENT CENTER BY PROXIMITY"
"1303095","Saleh Khel Shah Mohammad Hojra","1315040","Saleh Khil Madrassah",33.35884095,69.1387737100001,42.1844076701868,"NEAREST REPLACEMENT CENTER BY PROXIMITY"
"2109143","Baghshor Mosque","2109192"," Ilhaqyah Baghshor School",36.9266227100001,66.83122948,42.2083676063778,"NEAREST REPLACEMENT CENTER BY PROXIMITY"
"2113102","Haji Wali Private House","2113271"," Taza Areegh Jame Mosque",37.1850316600001,67.7436825400001,42.767196659159,"NEAREST REPLACEMENT CENTER BY PROXIMITY"
"1313050","Wacha Alagadi School","1313197"," Yaruddin Mosque",33.8295007400001,69.51319421,42.9768135824797,"NEAREST REPLACEMENT CENTER BY PROXIMITY"
"0808063","Gulabkhel Mosque","0808085","Ahl e Shafee Mosque",35.2604803600001,69.86932016,43.2073726410783,"NEAREST REPLACEMENT CENTER BY PROXIMITY"
"3401001","Estiqlal High School","3401013","Shaheed Habib Boys High School",30.9656466700001,61.8737464800001,43.5418313347124,"NEAREST REPLACEMENT CENTER BY PROXIMITY"
"1810104","Rostaq Girls High School","1810117","Hazrat Omar Faroq High School",37.14050337,69.79670117,45.3307512024927,"NEAREST REPLACEMENT CENTER BY PROXIMITY"
"1005080","Sheerdosh Madrassa","1005091"," Sherdosh Secondary School",34.67231053,67.2223632000001,45.4057978840548,"NEAREST REPLACEMENT CENTER BY PROXIMITY"
"1313049","Wacha Alagadi School","1313197"," Yaruddin Mosque",33.8294944400001,69.51321941,45.7851045677605,"NEAREST REPLACEMENT CENTER BY PROXIMITY"
"0615519","Malik Gul Mohammad Hujra","0623341","Sandooq Kali Jame Mosque",34.106695422,70.6964987210001,45.8735246470595,"NEAREST REPLACEMENT CENTER BY PROXIMITY"
"3214305","Ibrahim Khan Mosque","3214379","Shor Aab School",33.3457396000001,62.1503058700001,46.0470071775596,"NEAREST REPLACEMENT CENTER BY PROXIMITY"
"2101032","Setara High School","2101029"," Daqeeqi Balkhi High School",36.7170972500001,67.1332855900001,46.2452204904268,"NEAREST REPLACEMENT CENTER BY PROXIMITY"
"1111166","Sultan Ibrahim School","1111237"," Bi Bi Zahra Aheen School",33.2661593600001,68.11531503,46.5195611590258,"NEAREST REPLACEMENT CENTER BY PROXIMITY"
"1312155","Sharabak Mosque","1312179"," Sharabak Primary School",33.7030240200001,69.6228758000001,47.1330187865572,"NEAREST REPLACEMENT CENTER BY PROXIMITY"
"1307059","Mohammad Anwer Shop","1307119"," Zarakhil Madrassah",33.9385070600001,69.70286212,47.2599807013315,"NEAREST REPLACEMENT CENTER BY PROXIMITY"
"2706092","Malak Salam Private House","2706111"," Sya Sang Mosque",31.9482679500001,66.0279960200001,48.6358290668854,"NEAREST REPLACEMENT CENTER BY PROXIMITY"
"0101220","Medical Institute","0101216","Post office infront of the clinic",34.5518640000001,69.164003,49.8471551351835,"NEAREST REPLACEMENT CENTER BY PROXIMITY"
"3212468","Abdulrahim khan Mosque","3212340","Gunabad Boys High School",34.3239103000001,63.12044992,50.1702174675444,"NEAREST REPLACEMENT CENTER BY PROXIMITY"
"2007043","Surkh Deh Menbar","2007115"," Surkh Deh Secondary School",35.60565661,67.03989461,50.3720845837329,"NEAREST REPLACEMENT CENTER BY PROXIMITY"
"1109092","Hassan Khan Village Upper Mosque","1109169"," Hasan Khan village Mosque",33.7084188000001,68.21143784,50.5252580379678,"NEAREST REPLACEMENT CENTER BY PROXIMITY"
"1111147","Askar Kot Bazar Mosque","1111213"," Askar Kot Clinic",33.1118662000001,68.04240626,51.106892011218,"NEAREST REPLACEMENT CENTER BY PROXIMITY"
"0606211","Bazarak Clinic","0606166"," Sayed Jamaluddin Afghan High School",34.5560697600001,70.5693509700001,52.6196968568629,"NEAREST REPLACEMENT CENTER BY PROXIMITY"
"3001004","Boys Secondary School","3001017","Boys High School",31.58533434,64.3656098100001,53.0690902638077,"NEAREST REPLACEMENT CENTER BY PROXIMITY"
"2107245","Agha Jan School","2107130"," Agha Jan Takya Khanahh",36.39942851,66.88643168,53.1032218218292,"NEAREST REPLACEMENT CENTER BY PROXIMITY"
"1308143","Sakandar Khel Clinic","1308133"," Sikandar Khil High School",33.89187725,69.6812190700001,54.4294973265593,"NEAREST REPLACEMENT CENTER BY PROXIMITY"
"1813176","Sayed Ikramuddin Shaheed High School","1813193","Darul Uloom Imam Abu Hanifa",36.2298951400001,69.9130282400001,54.7389581154652,"NEAREST REPLACEMENT CENTER BY PROXIMITY"
"0603097","Daronta Clinic","0603084","Bibi Mariam School",34.4773833300001,70.36501388,54.8602226575876,"NEAREST REPLACEMENT CENTER BY PROXIMITY"
"1401043","Gul Mar Jan Hojra","1401048"," Omer Khan village Mosque",33.33777777,69.97111111,54.9633650418597,"NEAREST REPLACEMENT CENTER BY PROXIMITY"
"0704063","Tondrod School","0704094"," Sanderwa School",34.8719219000001,70.3617217500001,55.3760539179235,"NEAREST REPLACEMENT CENTER BY PROXIMITY"
"2303051","Sang Shora Mosque","2303095"," Sang Shora Itefaq High School",34.44035306,65.7698961400001,55.9905606898597,"NEAREST REPLACEMENT CENTER BY PROXIMITY"
"3201021","Ekhtiarudden Mosque","3201023","Mujtame Khwaharan (Sisters Forum)",34.3440825000001,62.18939018,57.0769029471319,"NEAREST REPLACEMENT CENTER BY PROXIMITY"
"2609076","House","2609080"," Senzai Mosque",32.2016682530001,67.7080995760001,57.2138737736105,"NEAREST REPLACEMENT CENTER BY PROXIMITY"
"1306038","Kalgar Madrassa","1306095"," Klgar School",33.6807105700001,69.45869145,60.0929444485422,"NEAREST REPLACEMENT CENTER BY PROXIMITY"
"0606204","Yaseen Baba Clinic","0606169"," Yaseen Baba Girls High School",34.53843899,70.54556626,60.3345643796834,"NEAREST REPLACEMENT CENTER BY PROXIMITY"
"1501009","Communications Department","1501001","Omara Khan High School",34.87309752,71.15119724,60.3433871122052,"NEAREST REPLACEMENT CENTER BY PROXIMITY"
"0101254","Educational Center","0101252","Abdul Qayoum Wardak High School",34.5116395230001,69.32494247,60.8383931485541,"NEAREST REPLACEMENT CENTER BY PROXIMITY"
"3103020","District Building and Rubat Clinic","3103063","Mazeed ha Primary School",35.0793901700001,63.27010217,61.1095858756764,"NEAREST REPLACEMENT CENTER BY PROXIMITY"
"1405068","Haji Qaseem Hojra","1405114"," Parro Khil Mosque",33.5504323800001,69.69626934,61.2627681327039,"NEAREST REPLACEMENT CENTER BY PROXIMITY"
"2205119","Farshqan Miyana Mosque","2205111"," Farushqan Myanah Secondary School",35.9363766700001,66.4588444300001,61.6755797161414,"NEAREST REPLACEMENT CENTER BY PROXIMITY"
"0805032","Faraj Boys School","0805052","Faraj Girls High School",35.20851067,69.3677549400001,61.907157947368,"NEAREST REPLACEMENT CENTER BY PROXIMITY"
"2908123","Gholbayan Mosque","2908165","Gholbayan Girls Secondary School",35.7353697300001,65.3557827800001,62.7454747941709,"NEAREST REPLACEMENT CENTER BY PROXIMITY"
"1312153","Toshnak Mosque","1312180"," Tushnak School",33.7148212300001,69.6271813500001,63.5900604264404,"NEAREST REPLACEMENT CENTER BY PROXIMITY"
"2112115","Joy Wakil Clinic","2112257"," Ab Jafar School",37.3484383900001,66.97226293,63.6418053465129,"NEAREST REPLACEMENT CENTER BY PROXIMITY"
